Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
527,-2.64,0,16.63,0.20949,0.0004506,1.6e-06,0.004788,0.004
528,-2.25,0,16.584,0.20948,0.0004502,1.5e-06,0.010965,-0.001
529,0.03,0,16.476,0.20948,0.0004496,1.5e-06,0.011976,0.003
530,1.01,0,16.462,0.20947,0.0004495,1.5e-06,0.00561,0.002
531,-1.55,0,16.434,0.20948,0.0004495,1.5e-06,0.007115,0.003
532,0.08,0,16.479,0.20948,0.0004499,1.4e-06,0.015911,0.002
533,2.45,0,16.537,0.20947,0.0004501,1.3e-06,0.022626,0.003
534,2.38,0,16.426,0.20947,0.0004498,1.3e-06,0.023466,0.003
535,0.05,0,16.41,0.20948,0.0004494,1.3e-06,0.022694,0.003
536,-0.92,0,16.537,0.20948,0.0004495,1.2e-06,0.021315,0.003
537,-2.64,0,16.506,0.20949,0.0004501,1.3e-06,0.02168,0.001
538,-2.17,0,16.546,0.20948,0.0004504,1.4e-06,0.023127,0.004
539,-1.21,0,16.73,0.20948,0.0004504,1.5e-06,0.023521,0.004
540,-0.38,0,16.801,0.20948,0.0004498,1.5e-06,0.023347,0.002
541,1.29,0,16.714,0.20947,0.0004496,1.5e-06,0.013881,0.002
542,2.76,0,16.68,0.20947,0.0004496,1.7e-06,0.021017,0.003
543,-0.11,0,16.614,0.20948,0.0004496,1.7e-06,0.018576,0.005
544,-0.52,0,16.639,0.20948,0.0004494,1.7e-06,0.012489,0.003
545,-1.45,0,16.686,0.20948,0.0004497,1.6e-06,0.016136,0.006
546,-2.79,0,16.757,0.20949,0.0004495,1.6e-06,0.016012,0.004
547,1.17,0,16.785,0.20947,0.0004496,1.4e-06,0.02111,0.003
548,-4.85,0,16.781,0.20949,0.0004495,1.3e-06,0.019423,0.004
549,-1.78,0,16.623,0.20948,0.0004495,1.1e-06,0.015917,0.004
550,0.26,0,16.505,0.20948,0.0004493,1.2e-06,0.015692,0
551,1.07,0,16.662,0.20947,0.000449,1.3e-06,0.019051,0.003
552,-0.5,0,16.686,0.20948,0.0004484,1.4e-06,0.014905,0.004
553,0.32,0,16.77,0.20948,0.0004485,1.3e-06,0.013592,0.006
554,1.44,0,16.833,0.20947,0.0004485,1.3e-06,0.017466,0.002
555,-1.62,0,16.807,0.20948,0.0004488,1.2e-06,0.015296,0.002
556,-2.99,0,16.637,0.20949,0.0004489,1.3e-06,0.013303,0.002
557,0.75,0,16.674,0.20947,0.0004487,1.4e-06,0.014335,0.003
558,0.47,0,16.628,0.20948,0.0004497,1.5e-06,0.01684,0.002
559,0.42,0,16.701,0.20948,0.0004493,1.3e-06,0.018775,0.005
560,1.13,0,16.925,0.20947,0.0004495,1.2e-06,0.014018,0.006
561,-1.06,0,16.769,0.20948,0.0004495,1e-06,0.012504,0.004
562,-2.32,0,16.722,0.20948,0.0004494,9e-07,0.014263,0.003
563,1.78,0,16.674,0.20947,0.0004496,1e-06,0.013078,0.004
564,-1.57,0,16.562,0.20948,0.0004487,1e-06,0.018524,0.002
565,0.91,0,16.563,0.20947,0.0004488,9e-07,0.017055,0.006
566,2.2,0,16.502,0.20947,0.0004485,7e-07,0.012945,0.006
567,0.04,0,16.439,0.20948,0.0004485,7e-07,0.012747,0.005
568,-2.6,0,16.446,0.20949,0.0004483,6e-07,0.013866,0.002
569,-0.98,0,16.392,0.20948,0.0004484,6e-07,0.009425,0.004
570,3.94,0,16.155,0.20946,0.0004486,6e-07,0.007879,0.003
571,1.25,0,16.204,0.20947,0.0004486,6e-07,0.011402,0.004
572,-2.75,0,16.182,0.20949,0.0004478,6e-07,0.010015,0.005
573,0.2,0,16.149,0.20948,0.0004477,6e-07,0.012186,0.003
574,0.9,0,16.214,0.20947,0.0004467,7e-07,0.015973,0.004
575,-3.21,0,16.314,0.20949,0.0004466,6e-07,0.018725,0.003
576,-2.74,0,16.418,0.20949,0.0004468,6e-07,0.016263,0.004
577,2.25,0,16.53,0.20947,0.0004473,5e-07,0.010827,0.003
578,-0.67,0,16.555,0.20948,0.0004473,5e-07,0.004878,0.003
579,-0.76,0,16.549,0.20948,0.0004477,6e-07,0.011564,0.003
580,0.48,0,16.606,0.20948,0.0004478,8e-07,0.014027,0.003
581,-1.1,0,16.547,0.20948,0.0004477,8e-07,0.011265,0.002
582,1.65,0,16.55,0.20947,0.0004474,9e-07,6.7e-05,0.004
583,1.72,0,16.645,0.20947,0.0004467,1e-06,0.004106,0.003
584,-0.38,0,16.715,0.20948,0.0004465,1e-06,0.013788,0.003
585,-1.89,0,16.714,0.20948,0.0004464,1e-06,0.01621,0.004
586,0.95,0,16.731,0.20947,0.0004472,1e-06,0.014444,0.003
587,3.25,0,16.652,0.20947,0.0004474,1e-06,0.010443,0.003
588,-0.5,0,16.597,0.20948,0.0004477,1e-06,0.007833,0.004
589,-2.08,0,16.605,0.20948,0.0004483,1e-06,0.005192,0.004
590,-2.05,0,16.591,0.20948,0.0004486,1e-06,0.002235,0.002
591,-0.62,0,16.758,0.20948,0.000448,1.1e-06,0.002246,0.004
592,2.18,0,16.738,0.20947,0.0004484,1.2e-06,0.015355,0.005
593,-0.79,0,16.648,0.20948,0.0004475,1.2e-06,0.013544,0
594,-1.57,0,16.563,0.20948,0.0004474,1.1e-06,0.009855,0.001
595,-1.21,0,16.515,0.20948,0.0004475,1e-06,0.013585,0.003
596,-0.78,0,16.506,0.20948,0.0004475,9e-07,0.015977,0.004
597,-0.16,0,16.502,0.20948,0.0004474,9e-07,0.015105,0.004
598,0.6,0,16.56,0.20948,0.0004475,1e-06,0.00498,0.002
599,1.01,0,16.516,0.20947,0.0004477,9e-07,0.003989,-0
600,0.5,0,16.489,0.20948,0.0004475,9e-07,0.007233,0.003
601,-1.41,0,16.292,0.20948,0.0004476,9e-07,0.013071,0.003
602,-1.58,0,16.345,0.20948,0.0004477,1e-06,0.014128,0.002
603,-1.11,0,16.339,0.20948,0.0004471,1.2e-06,0.007722,0.004
604,0.58,0,16.391,0.20948,0.0004476,1e-06,0.007706,0.003
605,-1.91,0,16.396,0.20948,0.0004467,1e-06,0.011274,-0
606,-0.85,0,16.433,0.20948,0.0004472,1e-06,0.016574,0.001
607,-1.22,0,16.432,0.20948,0.0004476,1.1e-06,0.019225,0.002
608,-0.92,0,16.43,0.20948,0.0004475,1.1e-06,0.021771,0.006
609,-0.07,0,16.357,0.20948,0.0004477,1e-06,0.022837,0.005
610,-1.59,0,16.42,0.20948,0.0004486,1e-06,0.022054,0.004
611,0.49,0,16.634,0.20948,0.0004487,1e-06,0.021068,0.001
612,-1.02,0,16.656,0.20948,0.0004478,1e-06,0.021535,-0.001
613,1.82,0,16.631,0.20947,0.0004476,1.1e-06,0.022866,0.001
614,1.24,0,16.577,0.20947,0.0004477,1e-06,0.021018,0.002
615,-0.08,0,16.541,0.20948,0.000448,1.1e-06,0.018652,0.002
616,-1.08,0,16.39,0.20948,0.0004488,1.1e-06,0.020743,-0.002
617,-0.81,0,16.457,0.20948,0.0004487,1.1e-06,0.018999,-0.002
618,1.93,0,16.379,0.20947,0.0004488,1.1e-06,0.017525,0.001
619,-1.57,0,16.526,0.20948,0.0004487,1.3e-06,0.015317,0.003
620,1.13,0,16.59,0.20947,0.0004486,1.3e-06,0.0143,0.004
621,0.05,0,16.54,0.20948,0.0004489,1.3e-06,0.014522,0.002
622,-0.43,0,16.428,0.20948,0.0004479,1.3e-06,0.015951,0.001
623,-2.59,0,16.393,0.20949,0.0004477,1.2e-06,0.015176,0.001
624,-1.12,0,16.413,0.20948,0.0004475,1.3e-06,0.016822,-0.001
625,-1.21,0,16.481,0.20948,0.0004477,1.3e-06,0.013686,0.003
626,0.12,0,16.581,0.20948,0.0004477,1.3e-06,0.016831,0.002
627,-2.37,0,16.529,0.20949,0.0004468,1.3e-06,0.019145,0.003
628,2.78,0,16.587,0.20947,0.0004468,1.3e-06,0.022454,0.001
629,-0.51,0,16.558,0.20948,0.0004466,1.3e-06,0.023644,0.004
630,-0.03,0,16.504,0.20948,0.0004473,1.3e-06,0.020939,0.004
631,1.07,0,16.53,0.20947,0.0004477,1.2e-06,0.015427,0.002
632,-1.41,0,16.632,0.20948,0.0004474,1.1e-06,0.007505,0.003
633,-2.42,0,16.681,0.20949,0.0004474,1.2e-06,0.001238,0
634,0.21,0,16.743,0.20948,0.0004474,1.1e-06,-0.002536,0.001
